Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_promedio_2_t,Bateos_promedio_2_t_1,Bateos_promedio_t,Bateos_promedio_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Dobles_2_t,Dobles_2_t_1,Dobles_t,Dobles_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_On_base_plus_slugging_2_t,Porcentaje_On_base_plus_slugging_2_t_1,Porcentaje_On_base_plus_slugging_t,Porcentaje_On_base_plus_slugging_t_1,Porcentaje_juegos_iniciados_2_t,Porcentaje_juegos_iniciados_2_t_1,Porcentaje_juegos_iniciados_t,Porcentaje_juegos_iniciados_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Porcentaje_on_base_2_t,Porcentaje_on_base_2_t_1,Porcentaje_on_base_t,Porcentaje_on_base_t_1,Porcentaje_slugging_2_t,Porcentaje_slugging_2_t_1,Porcentaje_slugging_t,Porcentaje_slugging_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Runs_batted_in_2_t,Runs_batted_in_2_t_1,Runs_batted_in_t,Runs_batted_in_t_1,Status_agente_libre,Sueldo_ajustado_norm_t,Sueldo_ajustado_norm_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_norm_t,Sueldo_base_norm_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_norm_t,Sueldo_regular_norm_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Triples_2_t,Triples_2_t_1,Triples_t,Triples_t_1,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
SF,SF,6.2,6.2,2017,2013,2013,4,4,1,0,0,78400,366025,280,605,6241,30276,0.07952399999999998,0.08294399999999999,0.282,0.288,79,174,1250000,0,6,3,5,5,256,1444,16,38,31,30,31,SF,San Francisco Giants,San Francisco Giants,California,23633500,11633500,25,64,5,8,4356,22201,66,149,71,154,162,162,Angel Pagan,12000000,5000000,23,23,202.0,202.0,23,23,0.561001,0.605284,0.749,0.778,0.165649,0.8464,0.407,0.92,0.438,0.951,0.11155600000000002,0.11424400000000001,0.334,0.338,0.171396,0.1936,0.414,0.44,LF,LF,0.4691358024691358,0.5802469135802469,900,3136,30,56,UFA,0.2841561857357684,0.15565309951303696,8250000,5000000,0.24187725631768958,0.15398203187245713,7000000,4850000,0.059,0.037,0.27244039270687237,0.1538572404859003,8250000,5000000,0.0,6090.241600000001,0.0,78.04,9,225,3,15,40000000,10000000,4850000,80750000,4800000,40000000,4850000,10000000,76,94,0.8281000000000001,17.3889,0.91,4.17,7,7,15.925723758310864,15.761420707019587,15.925723758310864
BOS,LAD,5.9,5.9,2016,2013,2013,3,3,3,0,2,227529,354025,477,595,19321,23104,0.08468099999999999,0.065536,0.291,0.256,139,152,0,0,10,9,1,5,625,841,25,29,32,29,32,LAD,Boston Red Sox,Los Angeles Dodgers,Massachusetts,39495000,26495000,225,121,15,11,13689,22801,117,151,122,154,162,162,Shane Victorino,13000000,3374316,13,25,160.0,160.0,21,26,0.6320250000000001,0.49561599999999995,0.795,0.704,0.521284,0.8686240000000001,0.722,0.932,0.753,0.951,0.12180099999999998,0.10304100000000001,0.349,0.321,0.19980900000000001,0.146689,0.447,0.383,RF,RF,0.5987654320987654,0.5308641975308642,3721,3025,61,55,UFA,0.44802404683239977,0.10481453482521298,13000000,3374316,0.4584837545126354,0.30442117343242175,13000000,9500000,0.076,0.029,0.43899018232819076,0.29488103373825025,13000000,9500000,6530.2561000000005,1396.5168999999999,80.81,37.37,4,49,2,7,39000000,13000000,7333333,130700000,44651311,39000000,22000000,13000000,97,86,36.240399999999994,1.2321000000000002,6.02,1.11,8,6,16.38045991542581,16.38045991542581,16.38045991542581
BOS,PHI,5.9,5.9,2016,2013,2013,3,3,3,0,1,227529,354025,477,595,19321,23104,0.08468099999999999,0.065536,0.291,0.256,139,152,0,0,10,7,1,2,625,841,25,29,32,29,32,LAD,Boston Red Sox,Philadelphia Phillies,Massachusetts,39495000,16995000,225,121,15,11,13689,22801,117,151,122,154,162,162,Shane Victorino,13000000,7550000,13,7,160.0,160.0,21,14,0.6320250000000001,0.49561599999999995,0.795,0.704,0.521284,0.8686240000000001,0.722,0.932,0.753,0.951,0.12180099999999998,0.10304100000000001,0.349,0.321,0.19980900000000001,0.146689,0.447,0.383,RF,RF,0.5987654320987654,0.5,3721,3025,61,55,UFA,0.44802404683239977,0.2353969734479168,13000000,7550000,0.4584837545126354,0.23971616630985632,13000000,7500000,0.076,0.044,0.43899018232819076,0.23377072332889862,13000000,7550000,6530.2561000000005,1396.5168999999999,80.81,37.37,4,49,2,7,39000000,13000000,7333333,130700000,57650000,39000000,22000000,13000000,97,81,36.240399999999994,1.2321000000000002,6.02,1.11,8,2,16.38045991542581,16.38045991542581,16.38045991542581
MIL,STL,6.2,6.2,2016,2013,2013,3,3,4,0,3,3025,4096,55,64,64,36,0.021315999999999998,0.008836,0.146,0.094,8,6,0,312500,7,5,1,2,0,1,0,1,34,30,34,STL,Milwaukee Brewers,St. Louis Cardinals,Wisconsin,61590000,57240000,0,0,0,0,1024,1089,32,33,33,34,162,162,Kyle Lohse,4350000,11875000,1,23,214.0,214.0,4,26,0.093636,0.052441,0.306,0.229,0.039204,0.04161599999999999,0.198,0.204,0.204,0.21,0.025921000000000003,0.014160999999999998,0.161,0.119,0.021025,0.011881,0.145,0.109,SP,SP,0.4567901234567901,0.5432098765432098,9,9,3,3,UFA,0.14961204715116588,0.38042137163340906,4350000,12187500,0.13357400722021662,0.3812583693904682,4000000,11875000,0.049,0.102,0.13569424964936888,0.3791035769306259,4350000,12187500,2375.5876000000003,7437.337599999999,48.74,86.24,0,0,0,0,33000000,11000000,10250000,43300000,40850000,33000000,41000000,11000000,74,88,8.940100000000001,16.080099999999998,2.99,4.01,0,11,15.285686403064867,15.201804919084164,15.285686403064867
MIL,STL,6.2,6.2,2016,2013,2013,3,3,4,0,2,3025,4096,55,64,64,36,0.021315999999999998,0.008836,0.146,0.094,8,6,0,312500,7,5,1,2,0,1,0,1,34,30,34,STL,Milwaukee Brewers,St. Louis Cardinals,Wisconsin,61590000,45365000,0,0,0,0,1024,1089,32,33,33,34,162,162,Kyle Lohse,4350000,11875000,1,23,214.0,214.0,4,26,0.093636,0.052441,0.306,0.229,0.039204,0.04161599999999999,0.198,0.204,0.204,0.21,0.025921000000000003,0.014160999999999998,0.161,0.119,0.021025,0.011881,0.145,0.109,SP,SP,0.4567901234567901,0.5432098765432098,9,9,3,3,UFA,0.14961204715116588,0.38042137163340906,4350000,12187500,0.13357400722021662,0.3812583693904682,4000000,11875000,0.049,0.103,0.13569424964936888,0.3791035769306259,4350000,12187500,2375.5876000000003,7437.337599999999,48.74,86.24,0,0,0,0,33000000,11000000,10250000,43300000,40850000,33000000,41000000,11000000,74,88,8.940100000000001,16.080099999999998,2.99,4.01,0,11,15.285686403064867,15.201804919084164,15.285686403064867
BOS,BOS,6.3,6.3,0,2013,2013,2,2,1,0,0,268324,104976,518,324,25600,10609,0.095481,0.101124,0.309,0.318,160,103,500000,0,10,3,1,1,1444,676,38,26,37,36,37,BOS,Boston Red Sox,Boston Red Sox,Massachusetts,113201000,98151000,900,529,30,23,18225,7744,135,88,137,90,162,162,David Ortiz,15050000,14575000,13,12,230.0,230.0,21,20,0.919681,1.052676,0.959,1.026,0.693889,0.294849,0.833,0.543,0.846,0.556,0.15602500000000002,0.172225,0.395,0.415,0.31809599999999993,0.37332099999999996,0.564,0.611,DH,DH,0.5987654320987654,0.4259259259259259,10609,3600,103,60,UFA,0.501496717295511,0.4550835281116544,14550000,14575000,0.49458483754512644,0.4686101290059315,14000000,14575000,0.085,0.083,0.4933380084151473,0.45392453390617826,14550000,14575000,8438.2596,0.0,91.86,0.0,4,0,2,0,29000000,14500000,14575000,130700000,6000000,29000000,14575000,14500000,97,69,19.5364,10.0489,4.42,3.17,8,7,16.493101551581777,16.454567887579532,16.493101551581777
BOS,BOS,6.3,6.3,0,0,2013,2,2,4,0,3,268324,104976,518,324,25600,10609,0.095481,0.101124,0.309,0.318,160,103,500000,0,10,3,1,1,1444,676,38,26,37,32,37,BOS,Boston Red Sox,Boston Red Sox,Massachusetts,113201000,83576000,900,529,30,23,18225,7744,135,88,137,90,162,162,David Ortiz,15050000,12650000,13,12,230.0,230.0,21,20,0.919681,1.052676,0.959,1.026,0.693889,0.294849,0.833,0.543,0.846,0.556,0.15602500000000002,0.172225,0.395,0.415,0.31809599999999993,0.37332099999999996,0.564,0.611,DH,DH,0.5987654320987654,0.4259259259259259,10609,3600,103,60,UFA,0.501496717295511,0.3948847213176765,14550000,12650000,0.49458483754512644,0.40147868411626986,14000000,12500000,0.085,0.073,0.4933380084151473,0.3935976890148952,14550000,12650000,8438.2596,0.0,91.86,0.0,4,0,2,0,29000000,14500000,13000000,130700000,6000000,29000000,52000000,14500000,97,69,19.5364,10.0489,4.42,3.17,8,7,16.493101551581777,16.454567887579532,16.493101551581777
DET,LAA,6.2,6.2,2015,2013,2013,2,2,5,0,4,367236,285156,606,534,33856,27889,0.092416,0.097969,0.304,0.313,184,167,0,500000,4,4,1,5,1369,576,37,24,37,32,37,LAA,Detroit Tigers,Los Angeles Angels,Michigan,147750000,135550000,289,256,17,16,19044,17689,138,133,144,140,162,162,Torii Hunter,12200000,18000000,11,1,205.0,205.0,15,10,0.6400000000000001,0.6674889999999999,0.8,0.817,0.725904,0.6740409999999999,0.852,0.821,0.889,0.864,0.11155600000000002,0.13322499999999998,0.334,0.365,0.21622500000000003,0.203401,0.465,0.451,RF,RF,0.5740740740740741,0.5493827160493827,7056,8464,84,92,UFA,0.41352554975942474,0.5778265497565185,12000000,18500000,0.4223826714801444,0.5794174537033248,12000000,18000000,0.077,0.118,0.4039270687237027,0.5769286202429501,12000000,18500000,2048.4676,2972.4304,45.26,54.52,25,1,5,1,26000000,13000000,18000000,107775000,321150000,26000000,90000000,13000000,93,89,6.760000000000001,28.622499999999995,2.6,5.35,4,1,16.300417207752275,16.300417207752275,16.300417207752275
DET,LAA,6.2,6.2,2015,2013,2013,2,2,5,0,3,367236,285156,606,534,33856,27889,0.092416,0.097969,0.304,0.313,184,167,0,500000,4,4,1,5,1369,576,37,24,37,32,37,LAA,Detroit Tigers,Los Angeles Angels,Michigan,147750000,117550000,289,256,17,16,19044,17689,138,133,144,140,162,162,Torii Hunter,12200000,18500000,11,1,205.0,205.0,15,10,0.6400000000000001,0.6674889999999999,0.8,0.817,0.725904,0.6740409999999999,0.852,0.821,0.889,0.864,0.11155600000000002,0.13322499999999998,0.334,0.365,0.21622500000000003,0.203401,0.465,0.451,RF,RF,0.5740740740740741,0.5493827160493827,7056,8464,84,92,UFA,0.41352554975942474,0.59346260346924,12000000,19000000,0.4223826714801444,0.5955937054839661,12000000,18500000,0.077,0.13,0.4039270687237027,0.5925979306043223,12000000,19000000,2048.4676,2972.4304,45.26,54.52,25,1,5,1,26000000,13000000,18000000,107775000,321150000,26000000,90000000,13000000,93,89,6.760000000000001,28.622499999999995,2.6,5.35,4,1,16.300417207752275,16.300417207752275,16.300417207752275
KC,BAL,6.1,6.1,2016,0,2013,3,3,1,1,1,16,625,4,25,1,4,0.0625,0.0064,0.25,0.08,1,2,0,0,5,5,2,1,0,0,0,0,33,31,34,KC,Kansas City Royals,Baltimore Orioles,Missouri,28250000,15050000,0,0,0,0,1089,841,33,29,33,38,162,162,Jeremy Guthrie,5000000,5750000,2,7,205.0,205.0,7,12,0.25,0.038025,0.5,0.195,0.04161599999999999,0.032041,0.204,0.179,0.204,0.235,0.0625,0.013225,0.25,0.115,0.0625,0.0064,0.25,0.08,SP,SP,0.5308641975308642,0.5740740740740741,0,1,0,1,UFA,0.17203607024859963,0.1791071800821193,5000000,5750000,0.1696750902527076,0.18309928507761156,5000000,5750000,0.059,0.061,0.15848527349228614,0.17736120602795863,5000000,5750000,943.1041,49.4209,30.71,7.03,0,0,0,0,25000000,8333333,5750000,26100000,6675000,25000000,5750000,8333333,86,93,2.4025000000000003,4.0803083905368664,1.55,2.019977324263039,1,3,15.424948470398375,15.424948470398375,15.424948470398375
