Acronimo,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,Bateos_en_contra,Bateos_en_contra_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras_en_contra,Carreras_en_contra_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Equipo_anterior,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_juegos,Posicion,Promedio_victorias,Saves,Saves_2,Status_agente_libre,Strike-outs,Strike-outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Valor_promedio_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
CHC,6.6,2015,2017,2,0,158,24964,0,2,13,79,6241,71,5041,4.3,18.49,0.02603658139686259,0.0006779035708354512,0.11195730000650915,0.012534437024747493,3.74,13.987600000000002,32,32,Chicago Cubs,OAK,Illinois,33306500,170.7,29138.489999999994,32,161,31,Jason Hammel,7,49,9000000,17,225.0,17,0.19875776397515527,SP,0.5962732919254659,0,0,UFA,172,29584,9000000,9000000,0.068,9000000,0.0,0.0,20000000,10000000,190950000,20000000,10000000,96,1.47,2.1609,1.16,1.3456,2,40,1600,10,100,16.012735135300492,16.012735135300492,16.012735135300492
HOU,6.3,2015,2018,3,1,48,2304,0,2,7,24,576,21,441,5.9,34.81,0.018214936247723135,0.0003317839025086181,0.10746812386156648,0.011549397646324995,3.1,9.610000000000001,31,30,Houston Astros,OAK,Texas,17129300,61.0,3721.0,64,161,0,Luke Gregerson,3,9,6050000,1,200.0,10,0.39751552795031053,RP,0.5341614906832298,31,961,UFA,59,3481,6050000,6000000,0.074,6050000,68.21,4652.6041,18500000,6166667,65600000,18500000,6166667,86,0.54,0.2916,0.95,0.9025,0,10,100,7,49,15.615568830007025,15.60727002719233,15.615568830007025
CHW,6.2,2015,2018,3,1,47,2209,0,2,13,26,676,23,529,2.09375,4.3837890625,0.057626508193769126,0.00332081444660654,0.1206555015307041,0.01455775004962574,3.36,11.289599999999998,32,31,Chicago White Sox,MIL,Illinois,18195218,61.7,3806.8900000000003,72,161,0,Zach Duke,6,36,4500000,6,210.0,9,0.4472049689440994,RP,0.4720496894409938,1,1,UFA,67,4489,4500000,4500000,0.038,4500000,13.05,170.3025,15000000,5000000,137000000,15000000,5000000,76,0.55,0.30250000000000005,1.28,1.6384,3,32,1024,3,9,15.319587954740548,15.319587954740548,15.319587954740548
MIL,6.0,2015,2018,2,1,38,1444,0,1,5,15,225,14,196,5.636363636363637,31.768595041322317,0.021442495126705652,0.0004597805972587956,0.12085769980506822,0.014606583602171987,2.21,4.8841,33,32,Milwaukee Brewers,MIL,Wisconsin,77319166,57.0,3249.0,60,161,0,Francisco Rodriguez,3,9,3500000,1,180.0,4,0.37267080745341613,RP,0.422360248447205,38,1444,UFA,62,3844,3500000,3500000,0.037,3500000,84.73,7179.1729000000005,13000000,6500000,17500000,13000000,6500000,68,1.77,3.1329000000000002,0.86,0.7395999999999999,0,11,121,1,1,15.068273526459642,15.068273526459642,15.068273526459642
HOU,6.3,2015,2018,2,0,49,2401,0,2,7,25,625,22,484,4.25,18.0625,0.02437538086532602,0.0005941591923297019,0.10359536867763558,0.010732000411455238,3.62,13.1044,34,34,Houston Astros,STL,Texas,10127500,54.7,2992.09,66,161,0,Pat Neshek,6,36,5500000,1,220.0,10,0.40993788819875776,RP,0.5341614906832298,1,1,UFA,51,2601,5500000,5500000,0.068,5500000,9.4,88.36000000000001,12500000,6250000,65600000,12500000,6250000,86,0.15,0.0225,1.12,1.2544000000000002,0,12,144,3,9,15.520258650202699,15.520258650202699,15.520258650202699
KC,6.5,2015,2017,2,0,49,2401,0,2,10,23,529,21,441,3.0625,9.37890625,0.035064650449265836,0.0012295297111291988,0.10738549200087662,0.011531643892270335,3.73,13.9129,31,31,Kansas City Royals,KC,Missouri,27800000,50.7,2570.4900000000002,50,161,0,Luke Hochevar,1,1,4000000,4,225.0,9,0.3105590062111801,RP,0.5838509316770186,1,1,UFA,49,2401,4000000,4000000,0.032,4000000,9.44,89.11359999999999,10000000,5000000,69025000,10000000,5000000,94,0.32,0.1024,1.28,1.6384,2,16,256,1,1,15.201804919084164,15.201804919084164,15.201804919084164
LAD,6.4,2015,2016,1,1,194,37636,0,5,8,82,6724,76,5776,2.5217391304347827,6.359168241965974,0.028347815369445983,0.0008035986362201978,0.07148579527947248,0.00511021892673865,3.79,14.3641,27,26,Los Angeles Dodgers,COL,California,34250000,180.3,32508.090000000004,31,161,31,Brett Anderson,9,81,12400000,25,230.0,29,0.19254658385093168,SP,0.5652173913043478,0,0,UFA,116,13456,12400000,10000000,0.041,12400000,48.5,2352.25,10000000,10000000,61257500,10000000,10000000,91,1.48,2.1904,1.33,1.7689000000000001,6,46,2116,10,100,16.333207030575267,16.11809565095832,16.333207030575267
PIT,6.5,2015,2016,1,1,174,30276,0,2,4,64,4096,58,3364,2.9183673469387754,8.516867971678467,0.03319783197831978,0.0011020960480607517,0.09688346883468835,0.009386406533442028,3.18,10.112400000000001,38,37,Pittsburgh Pirates,PHI,Pennsylvania,146117500,164.0,26896.0,26,161,26,A.J. Burnett,7,49,8500000,9,230.0,17,0.16149068322981366,SP,0.6024844720496895,0,0,UFA,143,20449,8500000,8500000,0.086,8500000,67.75,4590.0625,8500000,8500000,50000000,8500000,8500000,97,2.64,6.969600000000001,1.36,1.8496000000000004,5,49,2401,9,81,15.955576721460545,15.955576721460545,15.955576721460545
ATL,6.5,2015,2018,2,0,28,784,0,1,18,13,169,11,121,4.5,20.25,0.03297065611605671,0.0010870641647232676,0.14836795252225518,0.022013049335646167,2.94,8.6436,38,38,Atlanta Braves,LAA,Georgia,15940000,33.7,1135.6900000000003,36,160,0,Jason Grilli,4,16,4250000,18,235.0,23,0.225,RP,0.40625,24,576,UFA,45,2025,4250000,4250000,0.038,4250000,0.0,0.0,8000000,4000000,69107500,8000000,4000000,65,0.63,0.39690000000000003,1.13,1.2768999999999997,3,10,100,3,9,15.2624295409006,15.2624295409006,15.2624295409006
COL,6.3,2015,2016,1,0,172,29584,0,1,9,102,10404,100,10000,1.7777777777777777,3.1604938271604937,0.035137034434293744,0.0012346111888367442,0.06246583899429999,0.0039019810412618096,6.32,39.942400000000006,30,30,Colorado Rockies,PHI,Colorado,25890000,142.3,20249.290000000005,27,161,27,Kyle Kendrick,13,169,5500000,1,210.0,3,0.16770186335403728,SP,0.4161490683229814,0,0,UFA,80,6400,5500000,5500000,0.051,5500000,4.66,21.715600000000002,5500000,5500000,18950000,5500000,5500000,67,1.2448806366047729,1.5497277993935046,1.52,2.3104,0,45,2025,7,49,15.520258650202699,15.520258650202699,15.520258650202699
NYY,6.2,2015,2016,1,0,52,2704,0,2,7,38,1444,36,1296,1.7272727272727273,2.9834710743801653,0.06006006006006006,0.0036072108144180218,0.10374010374010374,0.010762009124007486,7.97,63.5209,36,36,New York Yankees,NYY,New York,27899327,40.7,1656.4900000000002,22,161,4,Chris Capuano,4,16,5000000,40,225.0,51,0.13664596273291926,RP,0.5403726708074534,0,0,UFA,38,1444,5000000,5000000,0.023,5000000,0.0,0.0,5000000,5000000,101500000,5000000,5000000,87,1.2448806366047729,1.5497277993935046,1.82,3.3124000000000002,27,22,484,0,0,15.424948470398375,15.424948470398375,15.424948470398375
WSH,6.4,2015,2016,1,0,38,1444,0,1,8,22,484,22,484,3.375,11.390625,0.022222222222222223,0.0004938271604938272,0.075,0.005625,4.95,24.5025,33,33,Washington Nationals,TOR,Washington DC,16875000,40.0,1600.0,48,161,0,Casey Janssen,5,25,3500000,1,205.0,3,0.2981366459627329,RP,0.515527950310559,0,0,UFA,27,729,3500000,3500000,0.021,3500000,0.0,0.0,5000000,5000000,216000000,5000000,5000000,83,1.2448806366047729,1.5497277993935046,1.15,1.3224999999999998,0,8,64,2,4,15.068273526459642,15.068273526459642,15.068273526459642
CHC,6.2,2015,2017,2,1,0,0,250000,2,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,37,Chicago Cubs,BOS,Illinois,21023500,2.0,4.0,72,161,46,David Ross,0,0,2750000,17,230.0,17,0.4472049689440994,C,0.5962732919254659,0,0,UFA,0,0,2500000,2250000,0.019,2500000,0.0,0.0,5000000,2500000,190950000,5000000,2500000,96,1.2448806366047729,1.5497277993935046,0.0,0.0,2,0,0,0,0,14.73180128983843,14.626440774180603,14.73180128983843
PHI,6.7,2015,2016,1,1,189,35721,0,2,8,100,10000,93,8649,2.1176470588235294,4.484429065743945,0.03288837299284194,0.0010816450781162951,0.06964596633778293,0.004850560627123593,4.86,23.619600000000002,37,36,Philadelphia Phillies,ATL,Pennsylvania,62650000,172.3,29687.290000000005,29,161,29,Aaron Harang,15,225,5000000,7,260.0,14,0.18012422360248448,SP,0.3850931677018633,0,0,UFA,108,11664,5000000,5000000,0.035,5000000,23.48,551.3104000000001,5000000,5000000,13800000,5000000,5000000,62,0.41,0.16809999999999997,1.39,1.9320999999999997,2,51,2601,6,36,15.424948470398375,15.424948470398375,15.424948470398375
CHC,6.0,2015,2016,1,1,48,2304,0,2,13,21,441,21,441,3.090909090909091,9.553719008264462,0.025304807913503567,0.0006403333035393127,0.07821486082355648,0.006117564453648311,3.91,15.288100000000002,33,32,Chicago Cubs,STL,Illinois,19696000,48.3,2332.89,57,161,0,Jason Motte,1,1,4500000,17,225.0,17,0.35403726708074534,RP,0.5962732919254659,6,36,UFA,34,1156,4500000,4500000,0.034,4500000,29.29,857.9041,4500000,4500000,190950000,4500000,4500000,96,0.23,0.0529,1.22,1.4884,2,11,121,8,64,15.319587954740548,15.319587954740548,15.319587954740548
TEX,6.4,2015,2016,1,0,211,44521,0,2,14,114,12996,106,11236,3.380952380952381,11.430839002267573,0.022797589969060415,0.000519730108397404,0.07707756608587092,0.005940951193721799,4.66,21.715600000000002,35,35,Texas Rangers,TEX,Texas,18279500,204.7,41902.09,33,161,33,Colby Lewis,9,81,4000000,2,238.0,7,0.20496894409937888,SP,0.5403726708074534,0,0,UFA,142,20164,4000000,4000000,0.026,4000000,49.72,2472.0784,4000000,4000000,13800000,4000000,4000000,87,1.04,1.0816000000000001,1.24,1.5376,0,42,1764,17,289,15.201804919084164,15.201804919084164,15.201804919084164
SF,6.4,2015,2016,1,0,140,19600,0,5,9,76,5776,70,4900,1.8620689655172413,3.4673008323424495,0.047736625514403296,0.0022787854155023796,0.08888888888888889,0.007901234567901235,4.67,21.808899999999998,37,37,San Francisco Giants,SF,California,19525000,135.0,18225.0,33,161,22,Ryan Vogelsong,11,121,4000000,23,215.0,25,0.20496894409937888,SP,0.5217391304347826,0,0,UFA,108,11664,4000000,4000000,0.022,4000000,17.52,306.9504,4000000,4000000,44000000,4000000,4000000,84,1.2448806366047729,1.5497277993935046,1.47,2.1609,8,58,3364,9,81,15.201804919084164,15.201804919084164,15.201804919084164
KC,6.1,2015,2016,1,0,3,9,0,2,10,2,4,2,4,301.0,90601.0,0.0,0.0,0.1111111111111111,0.012345679012345678,18.0,324.0,34,34,Kansas City Royals,OAK,Missouri,20904599,1.0,1.0,95,161,55,Jonny Gomes,0,0,371585,4,205.0,9,0.5900621118012422,LF,0.5838509316770186,0,0,UFA,1,1,371585,1000000,0.003,1000000,0.0,0.0,4000000,4000000,69025000,4000000,4000000,94,1.2448806366047729,1.5497277993935046,3.0,9.0,2,0,0,0,0,12.825532919122162,13.815510557964274,13.815510557964274
STL,6.3,2015,2016,1,1,34,1156,0,2,3,10,100,10,100,1.6666666666666667,2.777777777777778,0.04945598417408506,0.002445894370627352,0.08242664029014177,0.006794151029520422,2.67,7.1289,35,34,St. Louis Cardinals,COL,Missouri,23674500,33.7,1135.6900000000003,34,160,0,Matt Belisle,1,1,3500000,23,230.0,28,0.2125,RP,0.625,0,0,UFA,25,625,3500000,3500000,0.027,3500000,0.0,0.0,3500000,3500000,7500000,3500000,3500000,100,0.77,0.5929,1.46,2.1315999999999997,11,15,225,1,1,15.068273526459642,15.068273526459642,15.068273526459642
MIN,6.2,2015,2016,1,1,58,3364,0,1,4,26,676,24,576,2.6363636363636362,6.950413223140496,0.038616815868000705,0.001491258467783071,0.10180796910654732,0.010364862573599695,3.41,11.628100000000002,35,34,Minnesota Twins,TEX,Minnesota,12816120,63.3,4006.8899999999994,68,161,0,Neal Cotts,0,0,721311,6,197.0,14,0.422360248447205,RP,0.515527950310559,0,0,UFA,58,3364,721311,721311,0.007,721311,17.05,290.70250000000004,3000000,3000000,68250000,3000000,3000000,83,0.7,0.48999999999999994,1.26,1.5876000000000001,3,22,484,1,1,13.488825668618098,13.488825668618098,13.488825668618098
COL,6.5,2015,0,1,1,56,3136,0,1,9,27,729,26,676,1.9375,3.75390625,0.06383403151805306,0.0040747835798477915,0.1236784360662278,0.015296355547787998,4.2,17.64,32,31,Colorado Rockies,PIT,Colorado,13467500,55.7,3102.4900000000002,60,161,0,John Axford,5,25,2600000,1,234.0,3,0.37267080745341613,RP,0.4161490683229814,25,625,UFA,62,3844,2600000,2600000,0.024,2600000,48.1,2313.61,2600000,2600000,18950000,2600000,2600000,67,0.77,0.5929,1.58,2.4964000000000004,0,32,1024,4,16,14.77102200299171,14.77102200299171,14.77102200299171
CHC,6.0,2015,2016,1,0,0,0,0,2,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,34,Chicago Cubs,SEA,Illinois,10417500,0.3,0.09,103,161,45,Chris Denorfia,0,0,2600000,17,185.0,17,0.639751552795031,RF,0.5962732919254659,0,0,UFA,0,0,2600000,2600000,0.02,2600000,10.64,113.20960000000001,2600000,2600000,190950000,2600000,2600000,96,1.2448806366047729,1.5497277993935046,0.0,0.0,2,0,0,0,0,14.77102200299171,14.77102200299171,14.77102200299171
SD,6.3,2015,2016,1,0,29,841,0,5,8,10,100,10,100,3.2857142857142856,10.795918367346937,0.02356902356902357,0.0005554988719971885,0.07744107744107744,0.005997120475234953,2.73,7.4529,30,30,San Diego Padres,TOR,California,29464800,33.0,1089.0,5,161,5,Brandon Morrow,0,0,2500000,2,205.0,5,0.031055900621118012,RP,0.4596273291925465,0,0,UFA,23,529,2500000,2500000,0.023,2500000,0.0,0.0,2500000,2500000,80850000,2500000,2500000,74,1.0,1.0,1.09,1.1881000000000002,0,7,49,2,4,14.73180128983843,14.73180128983843,14.73180128983843
CIN,6.5,2015,2016,1,1,71,5041,0,2,3,30,900,29,841,1.8,3.24,0.03351768057650411,0.001123434911228561,0.0603318250377074,0.0036399291123805372,3.94,15.5236,32,31,Cincinnati Reds,BOS,Ohio,7722500,66.3,4395.69,68,161,0,Burke Badenhop,4,16,1000000,10,220.0,15,0.422360248447205,RP,0.3975155279503105,0,0,UFA,36,1296,1000000,1000000,0.009,1000000,25.15,632.5224999999999,2500000,2500000,4000000,2500000,2500000,64,0.37,0.1369,1.37,1.8769000000000002,5,20,400,2,4,13.815510557964274,13.815510557964274,13.815510557964274
NYM,6.2,2015,2016,1,1,32,1024,0,2,1,18,324,16,256,1.5555555555555556,2.419753086419753,0.04830917874396136,0.002333776750916008,0.07514761137949544,0.0056471634960436725,6.97,48.5809,33,32,New York Mets,SD,New York,12126403,20.7,428.48999999999995,18,161,0,Tim Stauffer,0,0,72103,5,205.0,9,0.11180124223602485,RP,0.5527950310559007,0,0,UFA,14,196,72103,507500,0.001,507500,0.0,0.0,2200000,507500,1450000,507500,2200000,89,1.2448806366047729,1.5497277993935046,1.98,3.9204,2,9,81,1,1,11.185850931283975,13.137251989898079,13.137251989898079
MIA,6.0,2015,2016,1,0,2,4,0,2,8,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,81.0,41,41,Miami Marlins,NYY,Florida,164200000,1.0,1.0,153,161,89,Ichiro Suzuki,0,0,3200000,2,175.0,2,0.9503105590062112,RF,0.4409937888198758,0,0,UFA,0,0,3200000,2000000,0.042,3200000,6.04,36.4816,2000000,2000000,20250000,2000000,2000000,71,1.2448806366047729,1.5497277993935046,2.0,4.0,2,0,0,0,0,14.978661367769956,14.508657738524219,14.978661367769956
STL,6.2,2015,2016,1,0,50,2500,0,2,3,21,441,20,400,2.619047619047619,6.859410430839002,0.03825136612021858,0.0014631670100630058,0.10018214936247723,0.010036463050885696,2.95,8.7025,31,31,St. Louis Cardinals,CHC,Missouri,18214000,61.0,3721.0,35,160,0,Carlos Villanueva,3,9,2000000,23,215.0,28,0.21875,RP,0.625,2,4,UFA,55,3025,2000000,2000000,0.015,2000000,0.0,0.0,2000000,2000000,7500000,2000000,2000000,100,0.92,0.8464,1.16,1.3456,11,21,441,4,16,14.508657738524219,14.508657738524219,14.508657738524219
BOS,6.0,2015,2016,1,0,69,4761,0,1,8,33,1089,30,900,2.0,4.0,0.039316239316239315,0.001545766673971802,0.07863247863247863,0.006183066695887208,4.15,17.222500000000004,34,34,Boston Red Sox,BOS,Massachusetts,13036000,65.0,4225.0,45,161,2,Craig Breslow,4,16,2000000,13,190.0,21,0.2795031055900621,RP,0.484472049689441,1,1,UFA,46,2116,2000000,2000000,0.011,2000000,0.0,0.0,2000000,2000000,186500000,2000000,2000000,78,0.44,0.1936,1.41,1.9880999999999998,8,23,529,0,0,14.508657738524219,14.508657738524219,14.508657738524219
KC,6.1,2015,2016,1,1,58,3364,0,2,10,23,529,21,441,2.9285714285714284,8.576530612244897,0.024968789013732836,0.0006234404248123056,0.07312288211164616,0.005346955888313703,3.03,9.1809,29,28,Kansas City Royals,COL,Missouri,7614366,62.3,3881.2899999999995,67,161,0,Franklin Morales,2,4,1850000,4,210.0,9,0.4161490683229814,RP,0.5838509316770186,0,0,UFA,41,1681,1850000,1850000,0.015,1850000,40.94,1676.0835999999997,1850000,1850000,69025000,1850000,1850000,94,0.82,0.6723999999999999,1.15,1.3224999999999998,2,14,196,4,16,14.430696197054507,14.430696197054507,14.430696197054507
LAD,6.6,2015,2016,1,1,77,5929,0,5,8,36,1296,33,1089,2.5,6.25,0.03331667499583541,0.0011100008327781245,0.08329168748958853,0.0069375052048632774,4.46,19.8916,32,31,Los Angeles Dodgers,DET,California,12497485,66.7,4448.89,72,161,0,Jim Johnson,6,36,585792,25,250.0,29,0.4472049689440994,RP,0.5652173913043478,10,100,UFA,50,2500,585792,585792,0.002,585792,47.87,2291.5368999999996,1600000,1600000,61257500,1600000,1600000,91,1.59,2.5281000000000002,1.46,2.1315999999999997,6,20,400,2,4,13.280720056744451,13.280720056744451,13.280720056744451
SEA,6.3,2015,2016,1,1,49,2401,0,1,9,25,625,21,441,1.375,1.890625,0.03758515386422363,0.0014126437909973647,0.0516795865633075,0.002670779667354393,3.99,15.920100000000001,38,37,Seattle Mariners,SEA,Washington,10289139,47.3,2237.2899999999995,53,161,0,Joe Beimel,1,1,501639,0,205.0,4,0.32919254658385094,RP,0.4658385093167702,1,1,UFA,22,484,501639,600000,0.004,600000,19.37,375.1969,1500000,600000,59750000,600000,1500000,75,0.11,0.0121,1.37,1.8769000000000002,0,16,256,2,4,13.125636016474553,13.304684934198283,13.304684934198283
PHI,6.2,2015,2016,1,0,53,2809,0,2,8,26,676,24,576,1.875,3.515625,0.024024024024024024,0.0005771537303068835,0.04504504504504504,0.002029056083110137,5.84,34.105599999999995,30,30,Philadelphia Phillies,LAD,Pennsylvania,49601500,37.0,1369.0,7,161,7,Chad Billingsley,3,9,1500000,7,215.0,14,0.043478260869565216,SP,0.3850931677018633,0,0,UFA,15,225,1500000,1500000,0.011,1500000,0.0,0.0,1500000,1500000,13800000,1500000,1500000,62,1.2448806366047729,1.5497277993935046,1.65,2.7224999999999997,2,8,64,2,4,14.22097566607244,14.22097566607244,14.22097566607244
